reviewerID,asin,,,,reviewText,overall,summary,unixReviewTime,reviewTime
A1K45HFFFDNP1A,B000165DSM,123,,,"Not much to say other than it's a good cable. Good solid connections with no play. After consistent use, it's going strong.",4,Good cable,1311811200,"07 28, 2011"
A12N7TJQR2RB9W,B000165DSM,232,,,"No complaints, it's quiet enough and the price is right. Is it a Monster cable? No, but it doesn't cost as much either. I've used this on lead vocal tracks into a studio condensor mic for professional album sessions and it was fine.",4,Decent XLR cable,1279497600,"07 19, 2010"
A2CPP7BZKOF9TP,B000165DSM,125,,,well made and the perfect length for my needs. the shielding was great as well. the end connectors were well made and strong.,5,quality made,1366502400,"04 21, 2013"
AOINAOO0NQRGN,B000165DSM,672,,,"I purchased this to connect a Sennheiser E825 mike with guitar amps. This requires, of course, the addition of a 1/4 inch adapter plug. The cable itself has worked perfectly and proved both durable and of a suitable length at least for jamming with friends and playing in small venues. Recommended.UPDATE: I marked this product down one star after a connector fell apart during what I regarded as relatively light duty. The set screw fell out and could not be found. I've had similar problems with other Pyle products. If you buy them, I recommend tat you get a micro-screwdriver set as well so that you can tighten te connector screws before you have a similar xperience.",4,Works well with guitar amps (if ou tighten the set screws),1337558400,"05 21, 2012"
A3DGMJN91IUKGU,B000165DSM,446,,,"Like most products on the market, depending on where and how the item is used, your experience may vary. For me, this cable is going to be used on a semi-stationary mic stand in my project studio, and thus far, it's done nothing but an exceptional job. I tested the cable with a few different mics and in each scenario, the signal was just as strong as the some of the other, more pricey cables out there. Would I purchase this again? Absolutely!",5,Low Price for a Great Mic Cable,1362268800,"03 3, 2013"
A3IZF3M92E7SI2,B000165DSM,178,,,"The extra length gives me more flexibility and maneuverability.  Cord works well and hasn't been any problem, to date.  Plugs directly to the system, or my mini-amp.  Works well.",5,XLR male to XLR female Microphone Cable - 15 feet,1357948800,"01 12, 2013"
A3EU3ET85O8ZFX,B000165DSM,227,,,"I have to tell you guys, these XLR cables that I have received recently are by far the best quality cables I have ever encountered in my entire music (professional) life.I would suggest these cables to any one of my colleagues.",5,These cables are super!,1325289600,"12 31, 2011"
AJK15Q9JOEHRH,B0001FTVD6,142,,,Got a packet to try but I found they are better than the Gator screws that came with my case! My equipment is very secure. Highly recommended.,5,Good rack screws at a good price,1334275200,"04 13, 2012"
A2QJQ3HSJB4NS,B0001FTVD6,114,,,They are screws. They screw in and hold things. To say that they did less would've gotten the 1 star. I like them.,5,They do the job,1358035200,"01 13, 2013"
A1MVH1WLYDHZ49,B0001FTVD6,147,,,Good quality rack screws that come with rubber washers to protect face of equipment.  Arrived ahead of estimated arrival time which is always nice.,4,GOOD PRODUCT,1383523200,"11 4, 2013"
ARID6HRKRWGFW,B0001FTVD6,121,,,Excellent rack screws with washers. Its fit very good to rack holes. Good presentation and well packed. I will buy again.,5,It fits very good to rack holes,1383523200,"11 4, 2013"
A35D9ODUCAMF5G,B0001FTVD6,235,,,So far the ones I have used have all threaded nicely into our 16u rack. There are exactly as described and do the job. What more can a guy say about a little box of screws? Maybe I should post some pics of the little buggers in action?,5,Yep- they are rack screws!,1382054400,"10 18, 2013"
A1A64ANBPFSAT4,B0001FTVD6,290,,,"Pros:* They look very nice.* They cause much less wear than the 2nd hand rack screws and washers.Cons:* More expensive and I had to wait a few days longer than it took my rack equipment to ship.I'd purchase these again, but I now have 25 but only need 16 at the most once my rack is filled.",5,Better than the 2nd hand rack screws,1350864000,"10 22, 2012"
A1RHGZOBDC3WQF,B0001FTVD6,297,,,"I replaced all the stock mounting screws that came with our sound rack cabinet with these, as they were nearly invisible with the black rails and mounting plates. The plastic washers also seem to protect the finishes better than metal washers on the equipment I mounted. Inexpensive, and worth it.",5,Nice Stylish Looking Screws for Rack Cabinets,1393718400,"03 2, 2014"
A37AQI4AU3JWSR,B0001FTVD6,160,,,"Donr be fooled by the imitations... should be their slogan. There are some real junky ones out there and these are great, love the washers, life savers. Thanks!",5,Best rack screws for your money.,1355788800,"12 18, 2012"
AUK79PXTAOJP9,B0001FTVD6,239,,,"Great rack mount screws. Rubber washers are perfect, lets it give your item that tight fit without worry of the screws working out any time soon. I use them on my portable desktop rack with my mobile DJ equipment and they have held strong.",5,Great,1373241600,"07 8, 2013"
A2PN3GY7I3EKC1,B0001FTVD6,175,,,"Other than that, when you need 10-32 rack screws, these are the real McCoy.  Wide enough pan to grab the ear, narrow enough to clear that next piece of gear!  Thanks, Raxxess!",5,25 Screws.... why not 24?  Even numbers would be nice.,1402963200,"06 17, 2014"
A3CSSZ6U5J4YS5,B0001FTVD6,108,,,"There are other rack screws out there, but Raxxess makes the best quality screws and soft washers available.",5,As good as it gets,1403827200,"06 27, 2014"
A1S0HTDO0P4N5V,B0001FTVD6,168,,,Well if this review survives the censors just know that these are great screws when you run out of the original screws you were supplied with your new rack.  They work.,5,Get Screwed!  That's what they are for!!,1364860800,"04 2, 2013"
A2605LYSN10W9,B0002BACB4,322,,,"Mics are like pants, you have to find the right fit. This one I like for my vocals live. I sing fairly low and airy - works great for me. Also used to mic resonator guitar through a tube mic preamp live, very sweet sound. I prefer it to the 58, seems a bit more bright and natural. Might purchase another one eventually...",5,Like it!,1391126400,"01 31, 2014"
A7TRK2GG6BHWD,B0002BACB4,317,,,Why drive a Pinto when you can drive a Cadillac? This is the industries best mic as far as I am concerned. I had a Shure SM 58 like everyone else owned but there is no comparison between this mic and a SM58. SM 58 is garbage compared to the Beta 58A. Spring for the extra bucks and be happy. That's what I always say.,5,Best All Around Mic For Live Applications,1358035200,"01 13, 2013"
AGYH5U11ZKPFB,B0002BACB4,716,,,"I have one of these, as well as several other microphones. The SM58 is a good all around mic - the reason it's an industry standard/go-to, but the Beta 58A is a better (in my opinion) vocal-specific mic...basically giving (again, in my opinion) a higher quality sound. The SM58 by comparison sounds muffled/muddy, where the Beta58A is clearer, stronger, and more articulate. If you're used to the SM58, then the Beta58A can sound thin and harsh, but, that is adjustable at the board - end result is that it's a tighter sounding mic with more clarity.Pattern-wise, it does better at rejecting unwanted sounds - I play drums and use this mic for that reason, is that it picks up less of my drums than a SM57 or a SM58.",5,Built like a hammer. Better than some hammers actually.,1348099200,"09 20, 2012"
A26HM2R5529NYY,B0002BACB4,409,,,"Yes, it costs considerably more than the SM58 and I'm not sure if I could pass a comparison test between the two, but I love this mic!  To me, it sounds slightly brighter and clearer than the 58s I have used in the past.  If you are a musician who is strapped for cash or trying to make ends meet, get the 58.  If you have the extra dough and want a confidence boost, go for the Beta.  I would buy this again.",5,My Favorite Mic,1364083200,"03 24, 2013"
A1K323WRUBGWC9,B0002BACB4,470,,,"I'm an amateur sound tech. We've been using SM58 in our church for years now and our singers/song leaders liked it very much than the other mics that we've had before. Our singers are growing and we needed addtional mic so we thought of this Beta58A because of the good reviews. When I received it I cannot wait to test it myself and whoaaah.. For me, it sounded better than SM58. My songleaders have tested it and guess what... they dont want to use the SM58 anymore :)",5,Better Than SM58,1313107200,"08 12, 2011"
A17A1KTVI3DG6U,B0002BACB4,1497,,,"While the Shure SM58LC Shure SM58 Vocal Microphone seems to be the running staple for live performance vocals, and rightly so due to its comparative value and amazing quality in sound and craftsmanship, the Beta 58A needs to be given its due. The Beta 58A is an amazing dynamic microphone that might alleviate some of the stress associated with its more cost efficient cousin. That is, the Beta 58A, in the confined live scenarios in which I have utilized it, has demonstrated a much broader sweet spot and completely eliminated some severe feedback issues. For vocalists that like to pull back from the mic a touch to really belt those sustained high (or, really, any) notes the Beta is a dream. This same effect helps if one is experiencing sibilance or ""popping"" complications and needs to sing past the microphone as opposed to directly into it.While I wish that I had a better understanding from a sound engineering standpoint so that the technical specifics could be expounded upon, I can confidently say that the Beta 58A is the best vocals microphone that I have ever utilized aside from higher end condenser mics in an isolated environment. Quite honestly, I would not be at all surprised if the Beta compared well even in confined recording situations. The bottom line is that the Beta 58A might be more expensive than its popular cousin, the SM58, but it is worth every penny. Anyone who has the opportunity should give it a chance to demonstrate its superiority. Six out of five stars!",5,Beyond fantastic!,1248134400,"07 21, 2009"
A2Z89YMZZJWBHS,B0002BACB4,1529,,,"The Beta 58A along with the original SM58 are industry standards, that's well known. As a general purpose workhorse for live vocals they are by far the most popular tools out there. Quality venues throughout the country commonly stock these as their go-to house mics. In fact, I noticed Betas all over the place at a small theater (with a high-end system) that I played at just recently.I had used the old 58 for years before moving to the Beta and there is certainly a noticeable difference between the two. The Beta is definitetly hotter, with a more sensitive response. Your vocals will cut into the mix strongly and with more clarity than you might be used to. Mids and highs are picked up perfectly when singing a few inches away and there is a subtle low frequency roll-off to avoid that boomy, muddled sound you typically get when hitting low or quiet notes up close. You definitely need to stay within a close range though as the pickup pattern is very tight. This is a good thing because extraneous noise and feedback is effectively rejected.""Built like a tank"" is probably a bit overused when describing products but Shure's vocal mics truly earn that title. They can take an enormous amount of abuse and never falter. Toss it around, drop it, bury it under other stuff, etc., NO problem. When you are maintaining a bunch of music gear, it's nice to have tools that you never worry about. For that reason, I'd highly recommend getting a used one if you can find a deal. Chances are, its in working order no matter what.",5,Rock Solid,1327449600,"01 25, 2012"
A1ARFA1NCN34UV,B0002CZR3G,400,,,"I actually replaced a BOSS TR2 with this pedal. Does everything it is supposed to do without the ""perceived"" (that's was they say) volume loss typical of many tremolo pedals. If it's perceived, then how do you explain how good this sounds? I have since had the pedal rehoused in a metal enclosure with a better switch because I was scared of breaking its plastic housing when switching it on and off.",5,Best tremolo pedal for the money,1316563200,"09 21, 2011"
A2EZWZ8MBEDOLN,B0002CZR3G,654,,,"Let me start by saying that I am a huge fan of Dano stomp boxes.  I probably own close to a dozen of from the various lines they make.  This pedal does a decent job covering your tremolo needs, but IMHO the tremolo from Dano's Cool Cat line is a much more durable pedal for only $4 more (at the time of this review).  The switches and knobs on this pedal are the weak link.  I don't think it's true bypass either.  The Cool Cat has a metal enclosure, true bypass, sturdier inputs and knobs, and a much better on/off switch.  The features and sound are the same.  Spend the extra $4 and you will have a much more bullet-proof pedal with the Cool Cat trem.",3,Not bad but the Cool Cat line is $4 more and a better build,1364515200,"03 29, 2013"
AXX6BZDD8K4JL,B0002CZR3G,525,,,"Hey, it gets the job done and that's all I can ask for.  I tried several ""cheapo"" pedals, and this one was my favorite of them all.  While some had better casings (metal instead of plastic), at the end of the day I'm looking for a good sound, not a pretty pedal board.  The pedal seems solid enough, it doesn't take up much space, it sounds great, and it has a versatile range of sounds as far as tremolo pedals come.AND, if you are like the typical musician, you are looking for something that's not going to break the bank.",4,Gets the job done!,1350345600,"10 16, 2012"
A3CR1EV98GQ87X,B0002CZR3G,953,,,"When I first started setting up my little studio, I wanted something that didn't break the budget.  I tried a couple different combo pedal boards, (Digitech 500, Boss ME-70), but quickly realized I wasn't getting my sound and the money was quickly drying up.  With not much left, I tried a Tuna Melt as an example of Danelectro.  Who would think?  This thing is stunning in its ability to manufacture vintage tremolo sounds, as are most of this line of pedals.  I now own about 12-14 of these of all types, and have never been dissapointed save it's very hard to chain them without a lot of noise.Then I got into guitar building, and they all got put away.  Lately, I have been trying to make time to improve my playing skills, and joy of joys! I am rediscovering all these pedals and I absolutely love them.Forget the FAB series, they are not so hot.  Buy the old style as the Tuna Melt, or the big metal ones like the Dan Echo.  You will NOT be sorry!",5,These old time food pedals are the best!,1324944000,"12 27, 2011"
A5ZS85C5V40S8,B0002CZR3G,311,,,"Hello Musicfriends - This is built cheap but sounds great. Good controls too. For me in the studio/songwriting  its perfect but I would not exactly go on tour with it..... There is something about the knobs I still love, even if all my other digital units have a tremolo hidden in it... may be  the age thing...",4,Built cheap - Sounds great!,1174608000,"03 23, 2007"
A3H4FCMNBYS09K,B0002CZR3G,317,,,"it sounds great.  nice and warm and lush.  one of the better trems i've had the pleasure to use.  however, i hate the plastic housing, and how the input/output jacks are located.  I don't have heavy feet, so it will probably last a good long while on my board, but i really wouldn't want to put too much weight on it.",4,sounds great,1370563200,"06 7, 2013"
A14VAT5EAX3D9S,B0002CZSJO,420,,,"It is exactly what you need in a capo! You can cover all six strings, move one string over to get a drop d tuning or turn the capo upside down to get a partial capo (though a bit of adjusting may be needed to get the strings held down.).All in all, a great capo that is well made and will last forever.Kyser is an awesome small Christian company and I really like their products and supporting them with my purchases. :]",5,Great,1364860800,"04 2, 2013"
A2RVY2GDMZHH4,B0002CZSJO,128,,,Love these capos and nice that you can get them in other colours.  Prevents you from getting yours confused with some one elses.,5,Always great Kyser,1356652800,"12 28, 2012"
A109JTUZXO61UY,B0002CZSJO,123,,,"My son needed a Capo, expensive at music  shop where he takes lessons.  At Amazon found what he wanted at reasonable price.",5,Great price.,1383782400,"11 7, 2013"
A3EZEP0FX5BC1P,B0002CZSJO,365,,,"The title says it all.  I got it for $16 (free shipping with Amazon Prime), which is cheaper than my local music store.  I keep it on the head of the guitar, and it is easy to add, move, remove.  With the trigger-type release, it makes it one of the easiest quick-change capos I've used.  It feels sturdy enough (lightweight aluminum).  And best of all... it works!",4,"It's cheap, easy, sturdy, and works",1263859200,"01 19, 2010"
A1SCWHXAB2ZK7N,B0002CZSJO,111,,,"I like it, it works well with my takamine acoustic jasmine s35 guitar. And it looks good. Overall, I recommend.",5,Pretty and works nicely,1354752000,"12 6, 2012"
AXWI0P2EGDEQT,B0002CZSJO,401,,,"Quick to clip on and off. Really... Is there anything else to say? What else do you want it to do?These suckers are wonderfully reliable.I've had one for about 10 years. The only thing that went wrong with it was the removable rubber on the ""bottom"" of the capo became damaged because of my own neglect. However, for a $1, keyser sent me a bag of a about 6 of them. Can you go wrong? NO!Great product!",5,The way a cap should be...,1283472000,"09 3, 2010"
A26SN2CVQM4FKM,B0002CZSJO,190,,,a couple of bucks more than dunlop...which i have not tried..i own a couple wish they were cheeper i would have one in each case..but it works fine..and is well made...arrived on time..enjoy,4,this was recommended to me by my teacher,1402444800,"06 11, 2014"
A165EMA3YTIM6A,B0002CZSJO,326,,,"Like this camo capo's simplicity and its unique color.  My friend got a new one after seeing me using it, but his is a bit shorter than mine.  Mine works both uke & acoustic guitar, I have no problem to use it on single hand.  As the manufactor suggests for its duration, I don't clip it on the guitar when it's not in use. :)",4,easy to use & beautiful,1325548800,"01 3, 2012"
A1CNDQC2IXGEPN,B0002CZSJO,130,,,"This Capo looks great and does the job. It does take a bit of pressure to open the camp, but its better then the winding versions.",5,Looks Great,1396310400,"04 1, 2014"
A1S7QABO64Z554,B0002CZSJO,317,,,"Purchased the 6-string Kyser capo when I meant to get the 12-string version (slightly longer, stronger spring?), but find that this 6-string Capo not only works great on my 2 6-string acoustics, but also works on my 12-string acoustic with a little adjusting.  Quality seems top notch, design is simple and effective.",5,Great 6-string Capo that works on 12-string as well,1312243200,"08 2, 2011"
A1BH17V8BKLES,B0002CZSJO,115,,,I've owned the same one for 10 years and it's still going strong after many gigs. The spring tension is just right.,5,Solid Construction - Works well,1388534400,"01 1, 2014"
A1CUB195YB9XKO,B0002CZSJO,107,,,Basically because they are the easiest to squeeze in my opinion.  I have big hands which may be part of it.,5,These are my favorites,1389657600,"01 14, 2014"
A1JVHQXG7GST9J,B0002CZSJO,321,,,"high quality hassle free design.  Very quick and easy to install and remove in a hurry and dosn't mar the finish or use excessive force,  but strong enough to move the capo all the way close to the next fret closer to the headstock to allow maximum room for my fingers without any buzzing.  Very happy with this purchase.",5,Awesome product Looks Great on my American Flag themed guitar!,1404000000,"06 29, 2014"
AZJPNK73JF3XP,B0002CZSJO,418,,,"I have had one for two years and no complaints, needed another for my travel guitar.  The lever arm is coated with a soft plastic sleeve which protects the neck, the spring is firm and in 2 years has not given up any tension. Finally on the string compression side the material is firm yet supple.  I take particular caution to make sure that I don't leave it on anything that would indent that material permanently...",4,Works well,1391731200,"02 7, 2014"
A2C7BOQVFH1HLE,B0002CZSJO,487,,,I've seen and used many different types of capos over the years and they range from the very cumbersome and difficult to use to the easily breakable but I've never used one as convenient and as well constructed as this Kyser one.  It is by far the best I've ever seen and I've been using it for years now and it still works fine.  It makes moving the capo quickly a cinch and the gold doesn't corrode or tarnish making it look like new even after all these years.Very highly recommended!,5,The Best Capo I've Ever Used!,1229644800,"12 19, 2008"
A2IN5BKM9IQT6Z,B0002CZSJO,136,,,"It is very well made, is easy to use, and holds down the strings just fine.  It is well protected as to not scratch or nick your guitar.",5,This Gold Capo matches the gold keys of my guitar,1372032000,"06 24, 2013"
A2XF1IANVPK7F,B0002CZSJO,43,,,"Durable, affordable, easy to grasp and use.",5,easy to grasp and use,1403913600,"06 28, 2014"
A22LLQ00V32YZJ,B0002CZSJO,110,,,This capo is as good as I've ever used and its in pink which perfectly matchs my shell pink strat. Great deal.,5,This capo is as good as I've ever used and its in pink which ...,1404691200,"07 7, 2014"
A56EP6FFRH1YT,B0002CZSJO,762,,,"I currenty use two types of capos - the Kyser one and Shubb capos.  Both are the most popular capos around but have different strengths and weaknesses.The benefits of the Kyser is that it is the quickest changing capo I've come across, doesn't require tension adjustment, and can clip to the end of the headstock when not in use.  The primary benefit of the Shubb is that it has adjustable tension (and second, it's smaller).The main drawback of the Kyser is the lack of adjustable tension.  Because it's designed to work across the fretboard, it will apply more force than necessary to clamp down the lower frets, causing frets to wear faster over time.  Because of this I prefer to use the Kyser on my less expensive guitar and the Shubbs on the guitar I baby.",4,Quickest changing capo,1250985600,"08 23, 2009"
AFUXETAHFUXFE,B0002CZSJO,103,,,Easy to useGreat quality and I am looking forward to purchasing more of this brand. Thank you very much,5,Great,1399852800,"05 12, 2014"
A1YA2BPU7CVNJD,B0002CZSJO,238,,,"Got what I needed - a basic capo for a good price.  The tension is a little tighter than I'd like, but works for me.  Covers all strings, and depresses them fully.  I don't use it often, so I can't speak to its longevity, but good for me!",4,Basic capo,1365206400,"04 6, 2013"
A14PY68SX7D5DV,B0002CZSJO,628,,,"I've played guitar for 5 years. Seen many different capos, but none that quite satisfies me as the Kyser.You really can't go wrong with this capo. It is very mobile, easily adjustable, sturdy, and durable.What's good about this capo is that you can use it as a regular 6 String capo and still turn it around to use it asa Cut capo. The transparent rubber piece does the same job.It comes in different colors also.I own the black, silver, gold, and camo Kyser capos.I also own the Cut Capo for other styles.I recommend it!All the capos I've had from Kyser are still in great conditions.Use them all the time at church and at home",5,Best capo out there!,1315612800,"09 10, 2011"
A2J4UAF6RW13WK,B0002CZSJO,358,,,I started using Kyser capos a couple of years ago and have never looked back since. I now own several of them and have not had any problems with any of them. They work great on acoustic and electric guitars and they have survived the many children I teach lessons to even though they get treated rather rough at times. Great capos. You won't be disappointed.,5,Perfect capos,1371600000,"06 19, 2013"
AAGD3GA9ZVPLQ,B0002CZSJO,236,,,"The handle and spring strength make this uncomfortable to place on the guitar, and I feel rushed to clamp on the capo because it's unpleasant to use - hurts the fingers. It's cheap and easy to use. It'll do the job, but I don't like it.",2,It's OK but I wish I'd bought something else.,1379548800,"09 19, 2013"
A3D0PD45BHLXFX,B0002CZSJO,210,,,What's to say?  It's not a high end capo and for the price I can lose it ( like most of the other capos I have owned).  It's not a high quality capo and it does take a few adjustments to get it seated properly.,3,A reasonably decent capo that you can afford to leave somewhere,1383436800,"11 3, 2013"
A1BTNPMESS99PL,B0002CZSJO,226,,,"I originally bought this for my guitar and it worked very well for that, so I tried it out on my 4 string uke and it works just as great. It's so much better than the elastic capos. So, it's doing double duty and going strong.",5,Works great for my ukulele,1274745600,"05 25, 2010"
AEN6KDJ3AJDK6,B0002CZSJO,138,,,"This style of capo CAN throw your guitar out of tune if you don't put it on right. When used correctly though, it does it's job just fine.",5,It's a capo,1375142400,"07 30, 2013"
AOINAOO0NQRGN,B0002CZSJO,304,,,"I can only repeat what everyone else has already said: this Kyser capo is designed and built very well. It's easy to put on and adjust, and just as easy to take off. There are probably a few capos out there that are a bit flashier, but this is still pretty stylish. And the price makes it a real bargain.",5,And all together now...,1330473600,"02 29, 2012"
A26E1V45R24QVC,B0002CZSJY,453,,,"I don't believe there is such a thing as a perfect capo, but this one is quite good.  For those with reasonably strong hands it is pretty easy to use.  It does a very good job of compressing the strings to the frets and is definitely well built.  It is as with all capos,  important to take it off when not in use so the ""rubber"" does not get grooved.  This is just good common sense.  If this lasts a couple of years I will definitely purchase another.",4,"Good, effective capo",1287100800,"10 15, 2010"
A2EWLWNMF65J5X,B0002CZSJY,166,,,I bought a 12 string one in blk.  Love it for simplicity and needed it so I didn't have to keep searching for the other.  Got gold to remind me it is for six strings.,5,2nd one,1339372800,"06 11, 2012"
AQES9A9BCJ7CV,B0002CZSJY,195,,,"I have used a few different capo's this is far and away my favorite. Very easy to take it off, holds the strings tight. What more can you ask for? Does what it sets out to do and its inexpensive.",5,Great Capo.,1277942400,"07 1, 2010"
AEMC16IPBZORW,B0002CZSJY,163,,,It does what it says. It a Kyser Quick Change capo. This capo is great for changing keys in the middle of a song or anytime you are in a hurry. Highly recommended.,5,Great capo for quick changes.,1249776000,"08 9, 2009"
A2YTKPGZXFFKVK,B0002CZSJY,257,,,"It's a capo... nice fit... yet, sometimes I wonder if it fits too tightly, as when I use it, and of course the strings are tighter, sometimes I feel that playing with this particular capo makes my strings too tight...yet, it is a capo, structured very well.",4,NICE!!!!!!!!,1365206400,"04 6, 2013"
A2FGSRTR4XFHMC,B0002CZSJY,236,,,I am very pleased with this purchase. The strings play very clearly with zero buzzing on any position between frets. I can dramatically hear and feel the difference than when I used a cheap $5 capo before. This is well worth your pay :),5,Excellent!!,1348185600,"09 21, 2012"
A1786LAQ18LHDC,B0002CZSJY,115,,,My husband usese this capo almost everytine he plays his guitar. His old one lasted about 10 years. Worth the cost.,5,Good quality,1356912000,"12 31, 2012"
A27UAE2PME5TRV,B0002CZSJY,561,,,"Long time Shubb user, but decided to try something different.I think I've found how lazy I am. I ended up using the Kyser more often than the Shubb because of the fact that you can put the Kyser on the peghead.Reaching my hand to an always available position on guitars (i.e. the peghead) for the Kyser turns out to be much more convenient than reaching to something that is not on the guitar and that could change according to situations, e.g. maybe just by my side on the sofa in my living room, maybe a table or the floor in some other places, for the Shubb.",5,Convenience won,1294444800,"01 8, 2011"
A1MH0P8PE6AT4P,B0002CZSJY,111,,,These Capos are wonderful. Perfect all the way around! long lasting and backed up by the company. I have three!,5,Kyser makes the best!,1353369600,"11 20, 2012"
A2IRI1NFJJJ6MZ,B0002CZSJY,296,,,Good strong spring and good strong materials.  The only improvement I would make is the clear protector that holds behind the neck.  The protector needs to be longer.  As the protector ages it slips off the end.  If it had more surface extended from end to the base where it pivots it would help.,4,Kyser capo,1364428800,"03 28, 2013"
A1VQHH85U7PX0,B0002CZSJY,1140,,,"I bought this Capo for myWashburn D10. It works on my Orlando classical guitar as well. I wanted a capo that was simple to operate and wasn't too expensive - and the Kyser Quick Change Guitar Capo fits the bill nicely:[Update 7/25/10: My Orlando guitar was stolen. Boo Hoo!!!]- Easy On, Easy OffThe spring mechanism makes it easy to put the capo on or take it off.- Rubberized ClampsRubberized clamps helps prevent the Kyser from scratching or marring the neck and the frets.- ErgonomicThe arched arm with the weird-looking loopy looking thingy and the other straight arm help you to firmly grab on to them without slipping so you can easily and quickly remove or reposition the Kyser Capo.- DurableThe Kyser is made from durable aluminum.[Update 7/25/10] I've had this capo for almost 3 years and it's still working like a champ! (According to Amazon's Instant Order Update for moi, I got this capo on  November 22, 2007.)- The Same Capo Colbie Caillat Used in BubblyCheck out the music video! It's the same capo Colbie Caillat used inBubbly!---The Kyser Quick Change Guitar Capo is excellent! I don't think you can go wrong with this one!",5,Works For Me!,1244246400,"06 6, 2009"
A3V1A3C9DTLPME,B0002CZSJY,580,,,"I have owned several of these over the years and own a silver colored one presently. The price is right for these, and they work just fine. My only real issue is that sometimes, they will bunch or bend strings when setting them on whatever fret you're going to bar, thus producing a sound you weren't looking for. Some of the higher end capo's counter this by having screws and such rather than a spring. However, like i say, these work fine with a little care and attention to their placement on your fretboard, and are from what i can tell, the most popular model on the market.",4,They work pretty well.,1310774400,"07 16, 2011"
A2D9QW4TY8CFB0,B0002CZSJY,253,,,"Easy to use capo. Good strength - holds the strings down well.. Not sure that it's as good as the G7th capo, which I still find is the best for holding the strings down evenly so that they stay in tune, but the Kyser is much cheaper and does a good job.",4,Kyser capo,1359244800,"01 27, 2013"
A16Z3HTUIYPDH8,B0002CZSJY,116,,,"Probably the best kapo out on the market. Very high quality and a sleek look. Easy to use, what more could you want?",5,Industry Standard,1363132800,"03 13, 2013"
A3GSQE0LXPG9YF,B0002CZSJY,191,,,"I use the capo for my guitar and it sounds awesome. I like to put the capo on the first fret and when I play a song I made, it sounds really really good. The capo is very easy to use as well.",5,Great product. I love the capo they made,1337558400,"05 21, 2012"
AB0XOMFCYELCK,B0002CZSJY,164,,,"The description says the color is gold.  It's not.  More of a greenish yellow, but does what it is intended for.  I think I would stick with the black color though.",3,Just an ok capo,1359763200,"02 2, 2013"
A3BH9XC0BVO1AG,B0002CZSJY,710,,,"I really like my capo, the blue looks good with my light natural finish accoustic, and it works as it should. However, I feel like it deserves 4 stars simply because it could be a much more robust product. For example, I think the bottom part of the clamp should be a little longer, and rounded (the back side of a guitar neck is rounded, after all). The spring could definitely be tighter...I do rarely notice buzz from not quite being tight enough. Also, the design is fairly nice, but it's mostly aesthetic...it's not really super comfortable and easy to move around necessarily.Don't get me wrong, this is a rather good product, and it's priced about right. It just isn't a high end product/5-star perfect.",4,"Works well, looks nice, minor complaints",1335052800,"04 22, 2012"
A3NKSY3I0UW3KK,B0002CZSJY,106,,,The package arrived on time. This is the best capo around and works great. Does what it is supposed to do.,5,Capo,1348963200,"09 30, 2012"
A3UQS40N3PW18L,B0002CZSJY,138,,,"works great. Just clip it on and jam out.forget the screw on type, and spend the few extra bux for this one.  you'll be happier, trust me.",5,excellent,1341360000,"07 4, 2012"
AI45J5737CUGY,B0002CZSJY,159,,,I chose the patriotic design for obvious reasons.  It is lovely.  Clear shard silk screening.  The capo itself is really good.  It is very snug on the strings.,5,Beautiful piece,1356220800,"12 23, 2012"
A18X6ZT4AEYVKB,B0002CZSJY,108,,,"i got pink cause nobody would steal it, and we all know how often capos get stolen from people pink is great",5,pink,1355270400,"12 12, 2012"
A3BZ9EP6SSC9MU,B0002CZSJY,124,,,"This capo is awesome, it looks and feels very nice and premium, it works on all of my guitars not much more you can ask for.",5,Nice Capo,1361664000,"02 24, 2013"
A12SSZIN555FTL,B0002CZST4,277,,,These Martin strings (M170) aren't bad. They just are not the sound I was looking for. I ended up like the Ernie Ball Earthwood extra light instead. The Martin's are little shallow on the low end unlike the Ernie Ball. Other people will love them though. They are easy to play.,4,not my taste,1316822400,"09 24, 2011"
A2PDPIVN721PZ7,B0002CZST4,179,,,"These are good for the average guitar player who doesn't want to much strain or pain on there fingers. Not the fullest tone, but you wouldn't expect that with extra light strings.",5,"Not the fullest tone, but you already knew that",1383955200,"11 9, 2013"
A5RJ7TM82RH0I,B0002CZST4,352,,,"I have an electro acoustic Martin (second hand but without a scratch). I got it with .13 strings and well, is simply too much. Is good to play rithyms but can't do pretty much nothing else.I have installed a set (I got 8) and it sounds really good. Not as solid as the .13 but now i have more range to do solos and go up and down much easier.Recomended",5,Sounds Perfect,1375488000,"08 3, 2013"
A2IN5BKM9IQT6Z,B0002CZST4,180,,,"Martin makes great sounding strings.  I decided to use Light Martin strings (.12) because they sounded louder and better, and I could play them just as easy as the lighter strings.",4,Great strings,1372032000,"06 24, 2013"
A21WZ0YAMX0NLE,B0002CZST4,145,,,Strings are not just strings. Guitar strings are another very important part of playing GREAT Guitar. And all Martin products are second to none.,5,Strings,1392508800,"02 16, 2014"
A2E2CJWPL1YMAR,B0002CZST4,196,,,"I replaced a set of strings that were very used with these Martins.  They are, as named, very light.  They are easy on my fingers and give great tone.  Quality company, great strings, great price!",5,My fingers love these.,1354320000,"12 1, 2012"
