[0,311,-2.0]	1
[0,311,0.0]	7
[0,311,1.0]	2
[0,311,2.0]	1
[0,312,-3.0]	1
[0,312,0.0]	4
[0,312,1.0]	2
[0,313,-1.0]	3
[0,313,-2.0]	1
[0,313,0.0]	8
[0,314,-1.0]	2
[0,314,-2.0]	2
[0,314,0.0]	7
[0,314,1.0]	2
[0,314,2.0]	2
[0,315,-1.0]	2
[0,315,-2.0]	2
[0,315,-4.0]	1
[0,315,0.0]	9
[0,315,1.0]	2
[0,316,-1.0]	4
[0,316,-2.0]	1
[0,316,0.0]	4
[0,316,1.0]	1
[0,317,-1.0]	2
[0,317,-3.0]	1
[0,317,0.0]	6
[0,317,1.0]	3
[0,317,2.0]	2
[0,318,-1.0]	2
[0,318,0.0]	10
[0,318,1.0]	1
[0,318,2.0]	2
[0,319,-1.0]	2
[0,319,0.0]	6
[0,319,1.0]	3
[0,32,-1.0]	2
[0,32,-2.0]	3
[0,32,0.0]	8
[0,32,1.0]	3
[0,32,4.0]	2
[0,320,-1.0]	3
[0,320,-2.0]	1
[0,320,0.0]	6
[0,321,-1.0]	1
[0,321,-2.0]	2
[0,321,0.0]	7
[0,322,-3.0]	1
[0,322,0.0]	4
[0,322,1.0]	2
[0,323,-1.0]	2
[0,323,0.0]	4
[0,323,1.0]	2
[0,324,-1.0]	2
[0,324,0.0]	8
[0,324,2.0]	1
[0,325,-1.0]	2
[0,325,-2.0]	1
[0,325,-3.0]	2
[0,325,0.0]	6
[0,325,1.0]	1
[0,326,-1.0]	3
[0,326,-2.0]	1
[0,326,0.0]	13
[0,326,1.0]	3
[0,327,-1.0]	1
[0,327,-2.0]	1
[0,327,0.0]	6
[0,327,1.0]	2
[0,327,2.0]	1
[0,327,3.0]	1
[0,328,-1.0]	1
[0,328,-4.0]	1
[0,328,0.0]	5
[0,328,1.0]	2
[0,328,4.0]	1
[0,329,-1.0]	1
[0,329,0.0]	6
[0,329,1.0]	1
[0,33,-1.0]	3
[0,33,-2.0]	3
[0,33,0.0]	11
[0,33,1.0]	4
[0,33,2.0]	1
[0,330,-1.0]	1
[0,330,-2.0]	1
[0,330,0.0]	6
[0,330,1.0]	4
[0,331,-1.0]	4
[0,331,-2.0]	2
[0,331,0.0]	7
[0,331,1.0]	4
[0,331,2.0]	1
[0,332,-2.0]	2
[0,332,-3.0]	1
[0,332,0.0]	4
[0,333,-1.0]	2
[0,333,-2.0]	1
[0,333,-4.0]	1
[0,333,0.0]	6
[0,333,1.0]	1
[0,333,2.0]	1
[0,334,-1.0]	1
[0,334,-2.0]	2
[0,334,0.0]	9
[0,334,2.0]	1
[0,335,-1.0]	1
[0,335,-3.0]	1
[0,335,0.0]	8
[0,335,1.0]	2
[0,336,-1.0]	3
[0,336,-2.0]	3
[0,336,0.0]	13
[0,336,1.0]	2
[0,337,-1.0]	4
[0,337,-2.0]	2
[0,337,0.0]	2
[0,337,1.0]	3
[0,338,-1.0]	2
[0,338,0.0]	2
[0,338,1.0]	3
[0,339,-1.0]	1
[0,339,-2.0]	3
[0,339,0.0]	13
[0,339,1.0]	3
[0,339,2.0]	1
[0,34,-2.0]	2
[0,34,-3.0]	2
[0,34,0.0]	16
[0,34,1.0]	1
[0,340,-1.0]	1
[0,340,-2.0]	1
[0,340,0.0]	10
[0,340,1.0]	2
[0,341,-1.0]	5
[0,341,-2.0]	1
[0,341,0.0]	3
[0,341,1.0]	1
[0,341,3.0]	1
[0,342,-1.0]	3
[0,342,-2.0]	2
[0,342,0.0]	10
[0,342,1.0]	1
[0,342,2.0]	2
[0,343,-1.0]	3
[0,343,0.0]	14
[0,343,1.0]	2
[0,344,-1.0]	3
[0,344,-2.0]	2
[0,344,0.0]	4
[0,344,1.0]	2
[0,344,2.0]	2
[0,345,-1.0]	1
[0,345,-2.0]	1
[0,345,0.0]	11
[0,345,1.0]	4
[0,346,-1.0]	3
[0,346,0.0]	9
[0,346,1.0]	1
[0,346,2.0]	1
[0,346,3.0]	1
[0,347,-1.0]	2
[0,347,0.0]	6
[0,347,2.0]	1
[0,348,-1.0]	3
[0,348,0.0]	4
[0,348,1.0]	2
[0,348,2.0]	2
[0,349,-3.0]	1
[0,349,0.0]	6
[0,349,1.0]	4
[0,35,-1.0]	7
[0,35,-2.0]	1
[0,35,-4.0]	1
[0,35,0.0]	16
[0,35,1.0]	1
[0,35,2.0]	1
[0,35,3.0]	2
[0,35,4.0]	1
[0,350,-1.0]	2
[0,350,-2.0]	2
[0,350,0.0]	5
[0,350,1.0]	2
[0,350,2.0]	1
[0,351,-1.0]	2
[0,351,0.0]	9
[0,352,-1.0]	3
[0,352,0.0]	8
[0,352,1.0]	1
[0,353,-4.0]	1
[0,353,0.0]	2
[0,353,1.0]	3
[0,353,2.0]	1
[0,354,-1.0]	3
[0,354,-2.0]	1
[0,354,0.0]	9
[0,354,1.0]	4
[0,354,2.0]	1
[0,355,-1.0]	3
[0,355,-2.0]	2
[0,355,0.0]	8
[0,355,1.0]	3
[0,355,3.0]	1
[0,356,-1.0]	3
[0,356,-4.0]	1
[0,356,0.0]	10
[0,356,1.0]	3
[0,357,-1.0]	3
[0,357,0.0]	7
[0,357,1.0]	3
[0,358,0.0]	6
[0,358,1.0]	2
[0,358,2.0]	1
[0,359,-2.0]	1
[0,359,-4.0]	1
[0,359,0.0]	5
[0,359,1.0]	2
[0,359,2.0]	1
[0,36,-1.0]	2
[0,36,-2.0]	1
[0,36,0.0]	10
[0,36,1.0]	2
[0,36,2.0]	1
[0,36,4.0]	1
[0,360,-1.0]	2
[0,360,-3.0]	1
[0,360,0.0]	9
[0,360,1.0]	6
[0,361,-1.0]	1
[0,361,0.0]	12
[0,361,1.0]	2
[0,362,-1.0]	1
[0,362,-2.0]	1
[0,362,0.0]	2
[0,362,1.0]	1
[0,362,2.0]	1
[0,363,-1.0]	4
[0,363,-2.0]	1
[0,363,0.0]	5
[0,363,1.0]	1
[0,364,-1.0]	2
[0,364,-2.0]	1
[0,364,0.0]	5
[0,364,1.0]	3
[0,365,-1.0]	1
[0,365,-3.0]	1
[0,365,0.0]	6
[0,365,1.0]	2
[0,37,-1.0]	7
[0,37,-2.0]	1
[0,37,0.0]	10
[0,37,1.0]	5
[0,38,-1.0]	1
[0,38,-2.0]	1
[0,38,0.0]	10
[0,38,1.0]	2
[0,38,2.0]	2
[0,38,3.0]	1
[0,39,-1.0]	2
[0,39,-2.0]	1
[0,39,-4.0]	1
[0,39,0.0]	4
[0,39,1.0]	1
[0,39,2.0]	1
[0,4,-1.0]	5
[0,4,-3.0]	1
[0,4,0.0]	12
[0,4,1.0]	3
[0,4,2.0]	1
[0,40,-1.0]	1
[0,40,-2.0]	2
[0,40,0.0]	11
[0,40,1.0]	4
[0,41,-1.0]	3
[0,41,-2.0]	3
[0,41,-4.0]	1
[0,41,0.0]	12
[0,41,1.0]	2
[0,41,2.0]	1
[0,42,-1.0]	2
[0,42,0.0]	10
[0,42,1.0]	6
[0,42,4.0]	1
[0,43,-1.0]	2
[0,43,-2.0]	3
[0,43,-4.0]	1
[0,43,0.0]	6
[0,43,1.0]	2
[0,43,2.0]	1
[0,44,-1.0]	5
[0,44,-2.0]	2
[0,44,-3.0]	1
[0,44,0.0]	10
[0,44,1.0]	1
[0,44,2.0]	1
[0,45,-1.0]	4
[0,45,-2.0]	2
[0,45,0.0]	8
[0,45,1.0]	7
[0,45,2.0]	1
[0,45,3.0]	2
[0,46,-1.0]	5
[0,46,0.0]	14
[0,46,1.0]	2
[0,47,-1.0]	3
[0,47,-2.0]	2
[0,47,0.0]	12
[0,47,1.0]	4
[0,47,2.0]	2
[0,48,-1.0]	2
[0,48,-3.0]	1
[0,48,0.0]	10
[0,48,2.0]	3
[0,49,-1.0]	3
[0,49,-2.0]	1
[0,49,-4.0]	1
[0,49,0.0]	9
[0,49,1.0]	2
[0,49,2.0]	1
[0,49,3.0]	1
[0,5,-1.0]	1
[0,5,0.0]	16
[0,5,1.0]	7
[0,5,2.0]	1
[0,50,-1.0]	3
[0,50,-2.0]	1
[0,50,-3.0]	1
[0,50,0.0]	8
[0,50,1.0]	4
[0,51,-1.0]	6
[0,51,-2.0]	1
[0,51,-3.0]	1
[0,51,0.0]	8
[0,51,1.0]	2
[0,51,2.0]	1
[0,52,-1.0]	2
[0,52,-2.0]	1
[0,52,0.0]	12
[0,52,1.0]	3
[0,52,4.0]	1
[0,53,-1.0]	2
[0,53,-2.0]	1
[0,53,0.0]	6
[0,53,1.0]	5
[0,53,2.0]	1
[0,53,3.0]	1
[0,54,-1.0]	4
[0,54,0.0]	11
[0,54,1.0]	7
[0,55,-1.0]	1
[0,55,0.0]	7
[0,55,1.0]	1
[0,55,4.0]	1
[0,56,-1.0]	3
[0,56,0.0]	10
[0,56,1.0]	1
[0,56,2.0]	1
[0,57,-1.0]	2
[0,57,-2.0]	1
[0,57,-3.0]	1
[0,57,-4.0]	1
[0,57,0.0]	10
[0,57,1.0]	4
[0,58,-1.0]	3
[0,58,-2.0]	1
[0,58,0.0]	14
[0,58,1.0]	4
[0,59,-1.0]	2
[0,59,0.0]	13
[0,59,1.0]	3
[0,59,2.0]	2
[0,59,4.0]	1
[0,6,-1.0]	4
[0,6,-2.0]	1
[0,6,-4.0]	1
[0,6,0.0]	12
[0,6,1.0]	5
[0,6,2.0]	2
[0,60,-3.0]	1
[0,60,-4.0]	1
[0,60,0.0]	10
[0,60,1.0]	2
[0,60,3.0]	1
[0,60,4.0]	1
[0,61,-1.0]	3
[0,61,-2.0]	1
[0,61,-4.0]	1
[0,61,0.0]	8
[0,61,1.0]	1
[0,61,2.0]	1
[0,62,-1.0]	2
[0,62,-2.0]	1
[0,62,-3.0]	3
[0,62,0.0]	13
[0,62,1.0]	3
[0,62,2.0]	1
[0,62,3.0]	1
[0,63,-1.0]	2
[0,63,-2.0]	1
[0,63,0.0]	9
[0,63,1.0]	2
[0,64,-1.0]	3
[0,64,0.0]	12
[0,64,1.0]	4
[0,65,-1.0]	4
[0,65,-2.0]	1
[0,65,-4.0]	1
[0,65,0.0]	8
[0,65,1.0]	2
[0,65,2.0]	1
[0,65,3.0]	1
[0,66,-1.0]	1
[0,66,-2.0]	1
[0,66,-3.0]	1
[0,66,0.0]	9
[0,66,1.0]	3
[0,67,-1.0]	3
[0,67,-2.0]	3
[0,67,-3.0]	1
[0,67,0.0]	15
[0,67,1.0]	5
[0,67,2.0]	2
[0,68,-1.0]	7
[0,68,-2.0]	1
[0,68,0.0]	11
[0,68,1.0]	1
[0,68,3.0]	1
[0,69,-1.0]	5
[0,69,-2.0]	1
[0,69,0.0]	11
[0,69,2.0]	1
[0,7,-1.0]	2
[0,7,-2.0]	2
[0,7,0.0]	6
[0,7,1.0]	3
[0,7,2.0]	2
[0,7,3.0]	1
[0,70,-1.0]	7
[0,70,0.0]	6
[0,70,1.0]	3
[0,71,-1.0]	5
[0,71,-2.0]	3
[0,71,0.0]	8
[0,71,1.0]	4
[0,71,4.0]	1
[0,72,-1.0]	5
[0,72,-2.0]	1
[0,72,0.0]	9
[0,72,1.0]	2
[0,72,2.0]	3
[0,72,3.0]	1
[0,73,-1.0]	2
[0,73,0.0]	14
[0,73,1.0]	1
[0,73,2.0]	1
[0,74,-1.0]	2
[0,74,-2.0]	2
[0,74,-4.0]	1
[0,74,0.0]	8
[0,74,1.0]	3
[0,74,2.0]	1
[0,74,3.0]	1
[0,75,-1.0]	5
[0,75,-2.0]	1
[0,75,0.0]	8
[0,75,1.0]	3
[0,75,4.0]	1
[0,76,-1.0]	1
[0,76,-2.0]	1
[0,76,-3.0]	1
[0,76,0.0]	8
[0,76,1.0]	2
[0,76,2.0]	3
[0,77,-1.0]	1
[0,77,-2.0]	1
[0,77,0.0]	15
[0,77,1.0]	1
[0,77,2.0]	1
[0,78,-1.0]	5
[0,78,-2.0]	1
[0,78,-3.0]	1
[0,78,0.0]	12
[0,78,1.0]	3
[0,79,-1.0]	5
[0,79,0.0]	12
[0,79,1.0]	3
[0,8,-1.0]	4
[0,8,-2.0]	2
[0,8,-3.0]	1
[0,8,0.0]	6
[0,8,1.0]	1
[0,80,-1.0]	4
[0,80,-2.0]	1
[0,80,0.0]	11
[0,80,1.0]	3
[0,80,4.0]	1
[0,81,-1.0]	1
[0,81,-2.0]	1
[0,81,0.0]	10
[0,81,1.0]	7
[0,82,-1.0]	2
[0,82,0.0]	13
[0,82,1.0]	5
[0,83,-1.0]	3
[0,83,-2.0]	1
[0,83,-3.0]	1
[0,83,0.0]	8
[0,83,1.0]	4
[0,84,-1.0]	7
[0,84,0.0]	11
[0,84,1.0]	3
[0,84,4.0]	1
[0,85,-1.0]	2
[0,85,-2.0]	2
[0,85,-3.0]	1
[0,85,0.0]	12
[0,85,1.0]	3
[0,85,3.0]	1
[0,85,4.0]	1
[0,86,-1.0]	3
[0,86,0.0]	8
[0,86,1.0]	3
[0,86,2.0]	3
[0,87,-1.0]	6
[0,87,-3.0]	1
[0,87,0.0]	6
[0,87,1.0]	1
[0,87,2.0]	1
[0,87,3.0]	1
[0,88,-1.0]	4
[0,88,-2.0]	1
[0,88,0.0]	9
[0,88,1.0]	4
[0,89,-1.0]	3
[0,89,-2.0]	2
[0,89,0.0]	6
[0,89,1.0]	1
[0,89,3.0]	1
[0,9,-1.0]	1
[0,9,-3.0]	1
[0,9,-4.0]	1
[0,9,0.0]	12
[0,9,1.0]	3
[0,90,-1.0]	7
[0,90,-2.0]	1
[0,90,-4.0]	1
[0,90,0.0]	11
[0,90,1.0]	3
[0,90,2.0]	1
[0,91,-1.0]	2
[0,91,-2.0]	2
[0,91,0.0]	10
[0,91,1.0]	1
[0,91,2.0]	1
[0,92,-1.0]	5
[0,92,-3.0]	1
[0,92,0.0]	7
[0,92,1.0]	6
[0,92,2.0]	2
[0,93,-1.0]	3
[0,93,-2.0]	2
[0,93,-4.0]	1
[0,93,0.0]	12
[0,93,2.0]	1
[0,93,4.0]	1
[0,94,-1.0]	2
[0,94,-2.0]	2
[0,94,-4.0]	1
[0,94,0.0]	8
[0,94,1.0]	4
[0,94,2.0]	1
[0,94,4.0]	1
[0,95,-1.0]	5
[0,95,-2.0]	3
[0,95,0.0]	9
[0,95,1.0]	2
[0,96,-1.0]	3
[0,96,-2.0]	2
[0,96,-4.0]	1
[0,96,0.0]	13
[0,96,1.0]	3
[0,96,2.0]	1
[0,97,-1.0]	3
[0,97,-3.0]	1
[0,97,0.0]	10
[0,97,1.0]	2
[0,97,3.0]	1
[0,98,-1.0]	2
[0,98,-2.0]	1
[0,98,-3.0]	1
[0,98,0.0]	10
[0,98,1.0]	6
[0,98,2.0]	1
[0,99,-1.0]	6
[0,99,0.0]	15
[0,99,1.0]	4
